"EFF_DATE","STAR_COMPUTER_CODE","ROUTE_PORTION_TYPE","ROUTE_NAME","BODY_SEQ","TRANSITION_COMPUTER_CODE","POINT_SEQ","POINT","ICAO_REGION_CODE","POINT_TYPE","NEXT_POINT","ARPT_RWY_ASSOC"
"2023/11/30","AALAN.BLAID1","BODY","AALAN-BLAID",1,"",10,"BLAID","K2","RP   ","AALAN","LAS"
"2023/11/30","AALAN.BLAID1","BODY","AALAN-BLAID",1,"",20,"AALAN","K2","RP   ","","LAS"
"2023/11/30","AALAN.BLAID1","TRANSITION","BRYCE CANYON TRANSITION",,"BCE.BLAID1",10,"AALAN","K2","RP   ","HOLDM",""
"2023/11/30","AALAN.BLAID1","TRANSITION","BRYCE CANYON TRANSITION",,"BCE.BLAID1",20,"HOLDM","K2","RP   ","BCE",""
"2023/11/30","AALAN.BLAID1","TRANSITION","BRYCE CANYON TRANSITION",,"BCE.BLAID1",30,"BCE","","VORTAC","",""
"2023/11/30","AALAN.BLAID1","TRANSITION","PAGE TRANSITION",,"PGA.BLAID1",10,"AALAN","K2","RP   ","HOLDM",""
"2023/11/30","AALAN.BLAID1","TRANSITION","PAGE TRANSITION",,"PGA.BLAID1",20,"HOLDM","K2","RP   ","PGA",""
"2023/11/30","AALAN.BLAID1","TRANSITION","PAGE TRANSITION",,"PGA.BLAID1",30,"PGA","","VOR/DME","",""
"2023/11/30","AALLE.AALLE3","BODY","AALLE-CRUNK",1,"",10,"CRUNK","K2","WP   ","HEDDD","DEN/25, DEN/26"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-CRUNK",1,"",20,"HEDDD","K2","WP   ","AALLE","DEN/25, DEN/26"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-CRUNK",1,"",30,"AALLE","K2","WP   ","","DEN/25, DEN/26"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-DOGGG",1,"",10,"DOGGG","K2","WP   ","FFFAT","DEN/35L, DEN/35R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-DOGGG",1,"",20,"FFFAT","K2","WP   ","FULLA","DEN/35L, DEN/35R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-DOGGG",1,"",30,"FULLA","K2","WP   ","DEELO","DEN/35L, DEN/35R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-DOGGG",1,"",40,"DEELO","K2","WP   ","HEDDD","DEN/35L, DEN/35R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-DOGGG",1,"",50,"HEDDD","K2","WP   ","AALLE","DEN/35L, DEN/35R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-DOGGG",1,"",60,"AALLE","K2","WP   ","","DEN/35L, DEN/35R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HAITR",1,"",10,"HAITR","K2","WP   ","HAZLT","DEN/07, DEN/08"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HAITR",1,"",20,"HAZLT","K2","WP   ","JEPHF","DEN/07, DEN/08"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HAITR",1,"",30,"JEPHF","K2","WP   ","DEELO","DEN/07, DEN/08"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HAITR",1,"",40,"DEELO","K2","WP   ","HEDDD","DEN/07, DEN/08"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HAITR",1,"",50,"HEDDD","K2","WP   ","AALLE","DEN/07, DEN/08"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HAITR",1,"",60,"AALLE","K2","WP   ","","DEN/07, DEN/08"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HIMOM",1,"",10,"HIMOM","K2","WP   ","GRILA","DEN/34L, DEN/34R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HIMOM",1,"",20,"GRILA","K2","WP   ","HAZLT","DEN/34L, DEN/34R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HIMOM",1,"",30,"HAZLT","K2","WP   ","JEPHF","DEN/34L, DEN/34R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HIMOM",1,"",40,"JEPHF","K2","WP   ","DEELO","DEN/34L, DEN/34R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HIMOM",1,"",50,"DEELO","K2","WP   ","HEDDD","DEN/34L, DEN/34R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HIMOM",1,"",60,"HEDDD","K2","WP   ","AALLE","DEN/34L, DEN/34R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-HIMOM",1,"",70,"AALLE","K2","WP   ","","DEN/34L, DEN/34R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-KIPPR",1,"",10,"KIPPR","K2","WP   ","HIGUN","DEN/16L, DEN/16R, DEN/17L, DEN/17R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-KIPPR",1,"",20,"HIGUN","K2","WP   ","HEDDD","DEN/16L, DEN/16R, DEN/17L, DEN/17R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-KIPPR",1,"",30,"HEDDD","K2","WP   ","AALLE","DEN/16L, DEN/16R, DEN/17L, DEN/17R"
"2023/11/30","AALLE.AALLE3","BODY","AALLE-KIPPR",1,"",40,"AALLE","K2","WP   ","","DEN/16L, DEN/16R, DEN/17L, DEN/17R"
"2023/11/30","AALLE.AALLE3","TRANSITION","NYTRO TRANSITION",,"NYTRO.AALLE3",10,"AALLE","K2","WP   ","SDOUT",""
"2023/11/30","AALLE.AALLE3","TRANSITION","NYTRO TRANSITION",,"NYTRO.AALLE3",20,"SDOUT","K3","WP   ","MILKK",""
"2023/11/30","AALLE.AALLE3","TRANSITION","NYTRO TRANSITION",,"NYTRO.AALLE3",30,"MILKK","K3","WP   ","NYTRO",""
"2023/11/30","AALLE.AALLE3","TRANSITION","NYTRO TRANSITION",,"NYTRO.AALLE3",40,"NYTRO","K3","WP   ","",""
"2023/11/30","AALLE.AALLE3","TRANSITION","PORDR TRANSITION",,"PORDR.AALLE3",10,"AALLE","K2","WP   ","BIDDR",""
"2023/11/30","AALLE.AALLE3","TRANSITION","PORDR TRANSITION",,"PORDR.AALLE3",20,"BIDDR","K2","WP   ","YEAST",""
"2023/11/30","AALLE.AALLE3","TRANSITION","PORDR TRANSITION",,"PORDR.AALLE3",30,"YEAST","K2","WP   ","HOPPP",""
"2023/11/30","AALLE.AALLE3","TRANSITION","PORDR TRANSITION",,"PORDR.AALLE3",40,"HOPPP","K3","WP   ","PORDR",""
"2023/11/30","AALLE.AALLE3","TRANSITION","PORDR TRANSITION",,"PORDR.AALLE3",50,"PORDR","K3","WP   ","",""
"2023/11/30","AARCH.AARCH2","BODY","AARCH-BUELL",1,"",10,"BUELL","K3","WP   ","HRBEE","STL/11, STL/12L, STL/12R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-BUELL",1,"",20,"HRBEE","K3","WP   ","GETEE","STL/11, STL/12L, STL/12R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-BUELL",1,"",30,"GETEE","K3","WP   ","CHOTO","STL/11, STL/12L, STL/12R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-BUELL",1,"",40,"CHOTO","K3","WP   ","JAAKK","STL/11, STL/12L, STL/12R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-BUELL",1,"",50,"JAAKK","K5","WP   ","KRIYA","STL/11, STL/12L, STL/12R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-BUELL",1,"",60,"KRIYA","K5","WP   ","PETTI","STL/11, STL/12L, STL/12R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-BUELL",1,"",70,"PETTI","K5","WP   ","AARCH","STL/11, STL/12L, STL/12R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-BUELL",1,"",80,"AARCH","K5","WP   ","","STL/11, STL/12L, STL/12R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-FDRKO",1,"",10,"FDRKO","K5","WP   ","OSHIE","STL/29, STL/30L, STL/30R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-FDRKO",1,"",20,"OSHIE","K5","WP   ","EADDS","STL/29, STL/30L, STL/30R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-FDRKO",1,"",30,"EADDS","K5","WP   ","SSKOT","STL/29, STL/30L, STL/30R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-FDRKO",1,"",40,"SSKOT","K5","WP   ","PETTI","STL/29, STL/30L, STL/30R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-FDRKO",1,"",50,"PETTI","K5","WP   ","AARCH","STL/29, STL/30L, STL/30R"
"2023/11/30","AARCH.AARCH2","BODY","AARCH-FDRKO",1,"",60,"AARCH","K5","WP   ","","STL/29, STL/30L, STL/30R"
"2023/11/30","AARCH.AARCH2","TRANSITION","AKBAR TRANSITION",,"AKBAR.AARCH2",10,"AARCH","K5","WP   ","UKAAY",""
"2023/11/30","AARCH.AARCH2","TRANSITION","AKBAR TRANSITION",,"AKBAR.AARCH2",20,"UKAAY","K5","WP   ","PRUET",""
"2023/11/30","AARCH.AARCH2","TRANSITION","AKBAR TRANSITION",,"AKBAR.AARCH2",30,"PRUET","K5","WP   ","AKBAR",""
"2023/11/30","AARCH.AARCH2","TRANSITION","AKBAR TRANSITION",,"AKBAR.AARCH2",40,"AKBAR","K5","RP   ","",""
"2023/11/30","AARCH.AARCH2","TRANSITION","BRICKYARD TRANSITION",,"VHP.AARCH2",10,"AARCH","K5","WP   ","UKAAY",""
"2023/11/30","AARCH.AARCH2","TRANSITION","BRICKYARD TRANSITION",,"VHP.AARCH2",20,"UKAAY","K5","WP   ","PRUET",""
"2023/11/30","AARCH.AARCH2","TRANSITION","BRICKYARD TRANSITION",,"VHP.AARCH2",30,"PRUET","K5","WP   ","AKBAR",""
"2023/11/30","AARCH.AARCH2","TRANSITION","BRICKYARD TRANSITION",,"VHP.AARCH2",40,"AKBAR","K5","RP   ","VHP",""
"2023/11/30","AARCH.AARCH2","TRANSITION","BRICKYARD TRANSITION",,"VHP.AARCH2",50,"VHP","","VORTAC","",""
"2023/11/30","AARCH.AARCH2","TRANSITION","ROBERTS TRANSITION",,"RBS.AARCH2",10,"AARCH","K5","WP   ","HONKK",""
"2023/11/30","AARCH.AARCH2","TRANSITION","ROBERTS TRANSITION",,"RBS.AARCH2",20,"HONKK","K5","WP   ","WLDBL",""
"2023/11/30","AARCH.AARCH2","TRANSITION","ROBERTS TRANSITION",,"RBS.AARCH2",30,"WLDBL","K5","RP   ","GORDO",""
"2023/11/30","AARCH.AARCH2","TRANSITION","ROBERTS TRANSITION",,"RBS.AARCH2",40,"GORDO","K5","RP   ","BASCO",""
"2023/11/30","AARCH.AARCH2","TRANSITION","ROBERTS TRANSITION",,"RBS.AARCH2",50,"BASCO","K5","WP   ","JARKE",""
"2023/11/30","AARCH.AARCH2","TRANSITION","ROBERTS TRANSITION",,"RBS.AARCH2",60,"JARKE","K5","RP   ","RBS",""
"2023/11/30","AARCH.AARCH2","TRANSITION","ROBERTS TRANSITION",,"RBS.AARCH2",70,"RBS","","VOR/DME","",""
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-ELBBE",1,"",10,"ELBBE","K1","WP   ","HUNAM","TCM/16"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-ELBBE",1,"",20,"HUNAM","K1","WP   ","ALDER","TCM/16"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-ELBBE",1,"",30,"ALDER","K1","RP   ","ROCCI","TCM/16"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-ELBBE",1,"",40,"ROCCI","K1","WP   ","MUIRE","TCM/16"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-ELBBE",1,"",50,"MUIRE","K1","WP   ","WRKHS","TCM/16"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-ELBBE",1,"",60,"WRKHS","K1","WP   ","WEBIM","TCM/16"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-ELBBE",1,"",70,"WEBIM","K1","RP   ","WHYTE","TCM/16"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-ELBBE",1,"",80,"WHYTE","K1","RP   ","ADYMS","TCM/16"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-ELBBE",1,"",90,"ADYMS","K1","WP   ","","TCM/16"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-RIMOE",1,"",10,"RIMOE","K1","RP   ","ZOTAN","TCM/34"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-RIMOE",1,"",20,"ZOTAN","K1","WP   ","ALDER","TCM/34"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-RIMOE",1,"",30,"ALDER","K1","RP   ","ROCCI","TCM/34"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-RIMOE",1,"",40,"ROCCI","K1","WP   ","MUIRE","TCM/34"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-RIMOE",1,"",50,"MUIRE","K1","WP   ","WRKHS","TCM/34"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-RIMOE",1,"",60,"WRKHS","K1","WP   ","WEBIM","TCM/34"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-RIMOE",1,"",70,"WEBIM","K1","RP   ","WHYTE","TCM/34"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-RIMOE",1,"",80,"WHYTE","K1","RP   ","ADYMS","TCM/34"
"2023/11/30","ADYMS.ADYMS3","BODY","ADYMS-RIMOE",1,"",90,"ADYMS","K1","WP   ","","TCM/34"
"2023/11/30","ADYMS.ADYMS3","TRANSITION","PENDLETON TRANSITION",,"PDT.ADYMS3",10,"ADYMS","K1","WP   ","PDT",""
"2023/11/30","ADYMS.ADYMS3","TRANSITION","PENDLETON TRANSITION",,"PDT.ADYMS3",20,"PDT","","VORTAC","",""
"2023/11/30","ADYMS.ADYMS3","TRANSITION","SUNED TRANSITION",,"SUNED.ADYMS3",10,"ADYMS","K1","WP   ","SUNED",""
"2023/11/30","ADYMS.ADYMS3","TRANSITION","SUNED TRANSITION",,"SUNED.ADYMS3",20,"SUNED","K1","RP   ","",""
"2023/11/30","AGUDE.AGUDE5","BODY","AGUDE-GEP",1,"",10,"GEP","","VORTAC","AGUDE","21D, ANE, CFE, FBL, FCM, GYL, LVN, MGG, MIC, OEO, RNH, SGS, STP"
"2023/11/30","AGUDE.AGUDE5","BODY","AGUDE-GEP",1,"",20,"AGUDE","K5","RP   ","","21D, ANE, CFE, FBL, FCM, GYL, LVN, MGG, MIC, OEO, RNH, SGS, STP"
"2023/11/30","AGUDE.AGUDE5","TRANSITION","BADGER TRANSITION",,"BAE.AGUDE5",10,"AGUDE","K5","RP   ","EAU",""
"2023/11/30","AGUDE.AGUDE5","TRANSITION","BADGER TRANSITION",,"BAE.AGUDE5",20,"EAU","","VORTAC","ROBBY",""
"2023/11/30","AGUDE.AGUDE5","TRANSITION","BADGER TRANSITION",,"BAE.AGUDE5",30,"ROBBY","K5","RP   ","BEERI",""
"2023/11/30","AGUDE.AGUDE5","TRANSITION","BADGER TRANSITION",,"BAE.AGUDE5",40,"BEERI","K5","RP   ","BAE",""
"2023/11/30","AGUDE.AGUDE5","TRANSITION","BADGER TRANSITION",,"BAE.AGUDE5",50,"BAE","","VOR/DME","",""
"2023/11/30","AGUDE.AGUDE5","TRANSITION","THATS TRANSITION",,"THATS.AGUDE5",10,"AGUDE","K5","RP   ","THATS",""
"2023/11/30","AGUDE.AGUDE5","TRANSITION","THATS TRANSITION",,"THATS.AGUDE5",20,"THATS","K5","RP   ","",""
"2023/11/30","ALCRN.ALCRN1","BODY","ALCRN-AAMOS",1,"",10,"AAMOS","K7","WP   ","ALCRN","NIP, VQQ"
"2023/11/30","ALCRN.ALCRN1","BODY","ALCRN-AAMOS",1,"",20,"ALCRN","K7","WP   ","","NIP, VQQ"
"2023/11/30","ALCRN.ALCRN1","BODY","ALCRN-SNKEM",1,"",10,"SNKEM","K7","WP   ","ALCRN","CRG, JAX, NRB"
"2023/11/30","ALCRN.ALCRN1","BODY","ALCRN-SNKEM",1,"",20,"ALCRN","K7","WP   ","","CRG, JAX, NRB"
"2023/11/30","ALCRN.ALCRN1","TRANSITION","ALLMA TRANSITION",,"ALLMA.ALCRN1",10,"ALCRN","K7","WP   ","ALLMA",""
"2023/11/30","ALCRN.ALCRN1","TRANSITION","ALLMA TRANSITION",,"ALLMA.ALCRN1",20,"ALLMA","K7","WP   ","",""
"2023/11/30","ALWYS.ALWYS2","BODY","ALWYS-BERKS",1,"",10,"BERKS","K2","RP   ","COGGR","SFO/19L, SFO/19R"
"2023/11/30","ALWYS.ALWYS2","BODY","ALWYS-BERKS",1,"",20,"COGGR","K2","WP   ","ADDMM","SFO/19L, SFO/19R"
"2023/11/30","ALWYS.ALWYS2","BODY","ALWYS-BERKS",1,"",30,"ADDMM","K2","WP   ","ARRTU","SFO/19L, SFO/19R"
"2023/11/30","ALWYS.ALWYS2","BODY","ALWYS-BERKS",1,"",40,"ARRTU","K2","WP   ","HEFLY","SFO/19L, SFO/19R"
"2023/11/30","ALWYS.ALWYS2","BODY","ALWYS-BERKS",1,"",50,"HEFLY","K2","WP   ","ALWYS","SFO/19L, SFO/19R"
"2023/11/30","ALWYS.ALWYS2","BODY","ALWYS-BERKS",1,"",60,"ALWYS","K2","WP   ","","SFO/19L, SFO/19R"
"2023/11/30","ALWYS.ALWYS2","TRANSITION","INYOE TRANSITION",,"INYOE.ALWYS2",10,"ALWYS","K2","WP   ","LAANE",""
"2023/11/30","ALWYS.ALWYS2","TRANSITION","INYOE TRANSITION",,"INYOE.ALWYS2",20,"LAANE","K2","WP   ","DYAMD",""
"2023/11/30","ALWYS.ALWYS2","TRANSITION","INYOE TRANSITION",,"INYOE.ALWYS2",30,"DYAMD","K2","WP   ","INYOE",""
"2023/11/30","ALWYS.ALWYS2","TRANSITION","INYOE TRANSITION",,"INYOE.ALWYS2",40,"INYOE","K2","RP   ","",""
"2023/11/30","ALWYS.ALWYS2","TRANSITION","RUSME TRANSITION",,"RUSME.ALWYS2",10,"ALWYS","K2","WP   ","LAANE",""
"2023/11/30","ALWYS.ALWYS2","TRANSITION","RUSME TRANSITION",,"RUSME.ALWYS2",20,"LAANE","K2","WP   ","DYAMD",""
"2023/11/30","ALWYS.ALWYS2","TRANSITION","RUSME TRANSITION",,"RUSME.ALWYS2",30,"DYAMD","K2","WP   ","RUSME",""
"2023/11/30","ALWYS.ALWYS2","TRANSITION","RUSME TRANSITION",,"RUSME.ALWYS2",40,"RUSME","K2","WP   ","",""
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-FERGI",1,"",10,"FERGI","K6","RP   ","TGTHR","DCA/15, DCA/19, DCA/22"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-FERGI",1,"",20,"TGTHR","K6","WP   ","STAND","DCA/15, DCA/19, DCA/22"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-FERGI",1,"",30,"STAND","K6","WP   ","FRDMM","DCA/15, DCA/19, DCA/22"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-FERGI",1,"",40,"FRDMM","K6","WP   ","ALWYZ","DCA/15, DCA/19, DCA/22"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-FERGI",1,"",50,"ALWYZ","K6","RP   ","","DCA/15, DCA/19, DCA/22"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-HEROO",1,"",10,"HEROO","K6","WP   ","VCTRY","ADW/01L, ADW/01R, DAA, DCA/01, DCA/04, DCA/33"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-HEROO",1,"",20,"VCTRY","K6","WP   ","RLLLL","ADW/01L, ADW/01R, DAA, DCA/01, DCA/04, DCA/33"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-HEROO",1,"",30,"RLLLL","K6","WP   ","LETZZ","ADW/01L, ADW/01R, DAA, DCA/01, DCA/04, DCA/33"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-HEROO",1,"",40,"LETZZ","K6","WP   ","ALWYZ","ADW/01L, ADW/01R, DAA, DCA/01, DCA/04, DCA/33"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-HEROO",1,"",50,"ALWYZ","K6","RP   ","","ADW/01L, ADW/01R, DAA, DCA/01, DCA/04, DCA/33"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-STAND",1,"",10,"STAND","K6","WP   ","FRDMM","ADW/19L, ADW/19R"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-STAND",1,"",20,"FRDMM","K6","WP   ","ALWYZ","ADW/19L, ADW/19R"
"2023/11/30","ALWYZ.FRDMM5","BODY","ALWYZ-STAND",1,"",30,"ALWYZ","K6","RP   ","","ADW/19L, ADW/19R"
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",10,"ALWYZ","K6","RP   ","SEPII",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",20,"SEPII","K6","RP   ","FORGT",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",30,"FORGT","K6","RP   ","NEVVR",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",40,"NEVVR","K6","RP   ","WEWIL",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",50,"WEWIL","K6","RP   ","PLDGE",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",60,"PLDGE","K6","WP   ","COURG",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",70,"COURG","K6","WP   ","BRVRY",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",80,"BRVRY","K6","WP   ","HONNR",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",90,"HONNR","K6","RP   ","DRRON",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",100,"DRRON","K6","WP   ","BUCKO",""
"2023/11/30","ALWYZ.FRDMM5","TRANSITION","BUCKO TRANSITION",,"BUCKO.FRDMM5",110,"BUCKO","K6","RP   ","",""
"2023/11/30","ALYNA.ALYNA3","BODY","ALYNA-BANYA",1,"",10,"BANYA","K7","WP   ","ALYNA","MCO/17L, MCO/17R, MCO/18L, MCO/18R"
"2023/11/30","ALYNA.ALYNA3","BODY","ALYNA-BANYA",1,"",20,"ALYNA","K7","WP   ","","MCO/17L, MCO/17R, MCO/18L, MCO/18R"
"2023/11/30","ALYNA.ALYNA3","BODY","ALYNA-BUDLE",1,"",10,"BUDLE","K7","WP   ","ALYNA","ISM, LEE, ORL, SFB"
"2023/11/30","ALYNA.ALYNA3","BODY","ALYNA-BUDLE",1,"",20,"ALYNA","K7","WP   ","","ISM, LEE, ORL, SFB"
"2023/11/30","ALYNA.ALYNA3","BODY","ALYNA-CUBAL",1,"",10,"CUBAL","K7","WP   ","SUNDE","MCO/35L, MCO/35R, MCO/36L, MCO/36R"
"2023/11/30","ALYNA.ALYNA3","BODY","ALYNA-CUBAL",1,"",20,"SUNDE","K7","WP   ","VOSSS","MCO/35L, MCO/35R, MCO/36L, MCO/36R"
"2023/11/30","ALYNA.ALYNA3","BODY","ALYNA-CUBAL",1,"",30,"VOSSS","K7","WP   ","HIGGZ","MCO/35L, MCO/35R, MCO/36L, MCO/36R"
"2023/11/30","ALYNA.ALYNA3","BODY","ALYNA-CUBAL",1,"",40,"HIGGZ","K7","WP   ","ALYNA","MCO/35L, MCO/35R, MCO/36L, MCO/36R"
"2023/11/30","ALYNA.ALYNA3","BODY","ALYNA-CUBAL",1,"",50,"ALYNA","K7","WP   ","","MCO/35L, MCO/35R, MCO/36L, MCO/36R"
"2023/11/30","ALYNA.ALYNA3","TRANSITION","BEAUX TRANSITION",,"BEAUX.ALYNA3",10,"ALYNA","K7","WP   ","SURFR",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","BEAUX TRANSITION",,"BEAUX.ALYNA3",20,"SURFR","K7","WP   ","BEAUX",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","BEAUX TRANSITION",,"BEAUX.ALYNA3",30,"BEAUX","K","WP   ","",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","GRDON TRANSITION",,"GRDON.ALYNA3",10,"ALYNA","K7","WP   ","BURNE",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","GRDON TRANSITION",,"GRDON.ALYNA3",20,"BURNE","K7","WP   ","TIMIE",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","GRDON TRANSITION",,"GRDON.ALYNA3",30,"TIMIE","K7","WP   ","GRDON",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","GRDON TRANSITION",,"GRDON.ALYNA3",40,"GRDON","K7","WP   ","",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","HIBAC TRANSITION",,"HIBAC.ALYNA3",10,"ALYNA","K7","WP   ","SURFR",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","HIBAC TRANSITION",,"HIBAC.ALYNA3",20,"SURFR","K7","WP   ","BEAUX",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","HIBAC TRANSITION",,"HIBAC.ALYNA3",30,"BEAUX","K","WP   ","HIBAC",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","HIBAC TRANSITION",,"HIBAC.ALYNA3",40,"HIBAC","K","WP   ","",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","SURFR TRANSITION",,"SURFR.ALYNA3",10,"ALYNA","K7","WP   ","SURFR",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","SURFR TRANSITION",,"SURFR.ALYNA3",20,"SURFR","K7","WP   ","",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","WOPNR TRANSITION",,"WOPNR.ALYNA3",10,"ALYNA","K7","WP   ","BURNE",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","WOPNR TRANSITION",,"WOPNR.ALYNA3",20,"BURNE","K7","WP   ","TIMIE",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","WOPNR TRANSITION",,"WOPNR.ALYNA3",30,"TIMIE","K7","WP   ","PRMUS",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","WOPNR TRANSITION",,"WOPNR.ALYNA3",40,"PRMUS","K7","WP   ","WOPNR",""
"2023/11/30","ALYNA.ALYNA3","TRANSITION","WOPNR TRANSITION",,"WOPNR.ALYNA3",50,"WOPNR","K","WP   ","",""
"2023/11/30","AML.NUMMY3","BODY","AML",1,"",10,"AML","","VOR/DME","","ADW/19L, ADW/19R, DCA/15, DCA/19, DCA/22"
"2023/11/30","AML.NUMMY3","BODY","AML-NUMMY",1,"",10,"NUMMY","K6","RP   ","AML","ADW/01L, ADW/01R, DAA, DCA/01, DCA/04, DCA/33"
"2023/11/30","AML.NUMMY3","BODY","AML-NUMMY",1,"",20,"AML","","VOR/DME","","ADW/01L, ADW/01R, DAA, DCA/01, DCA/04, DCA/33"
"2023/11/30","AML.NUMMY3","TRANSITION","BUCKO TRANSITION",,"BUCKO.NUMMY3",10,"AML","","VOR/DME","ALWYZ",""
