"EFF_DATE","DP_NAME","DP_COMPUTER_CODE","ROUTE_PORTION_TYPE","ROUTE_NAME","BODY_SEQ","TRANSITION_COMPUTER_CODE","POINT_SEQ","POINT","ICAO_REGION_CODE","POINT_TYPE","NEXT_POINT","ARPT_RWY_ASSOC"
"2023/11/30","KNIGHTS","KNI2.KNI","TRANSITION","LILLS TRANSITION",,"KNI2.LILLS",10,"LILLS","K7","RP   ","CLT",""
"2023/11/30","KNIGHTS","KNI2.KNI","TRANSITION","LILLS TRANSITION",,"KNI2.LILLS",20,"CLT","","VOR/DME","",""
"2023/11/30","KNIGHTS","KNI2.KNI","TRANSITION","NEANO TRANSITION",,"KNI2.NEANO",10,"NEANO","K7","RP   ","BOBZY",""
"2023/11/30","KNIGHTS","KNI2.KNI","TRANSITION","NEANO TRANSITION",,"KNI2.NEANO",20,"BOBZY","K7","RP   ","CLT",""
"2023/11/30","KNIGHTS","KNI2.KNI","TRANSITION","NEANO TRANSITION",,"KNI2.NEANO",30,"CLT","","VOR/DME","",""
"2023/11/30","KNIGHTS","KNI2.KNI","TRANSITION","PEKNN TRANSITION",,"KNI2.PEKNN",10,"PEKNN","K7","RP   ","GIPPR",""
"2023/11/30","KNIGHTS","KNI2.KNI","TRANSITION","PEKNN TRANSITION",,"KNI2.PEKNN",20,"GIPPR","K7","RP   ","CLT",""
"2023/11/30","KNIGHTS","KNI2.KNI","TRANSITION","PEKNN TRANSITION",,"KNI2.PEKNN",30,"CLT","","VOR/DME","",""
"2023/11/30","KNOST","KNOST2.KNOST","BODY","WOBAD-KNOST",1,"",10,"KNOST","K","WP   ","LOREC","TPA/01L, TPA/01R, TPA/10, TPA/28"
"2023/11/30","KNOST","KNOST2.KNOST","BODY","WOBAD-KNOST",1,"",20,"LOREC","K","WP   ","WOBAD","TPA/01L, TPA/01R, TPA/10, TPA/28"
"2023/11/30","KNOST","KNOST2.KNOST","BODY","WOBAD-KNOST",1,"",30,"WOBAD","K7","WP   ","","TPA/01L, TPA/01R, TPA/10, TPA/28"
"2023/11/30","KNOST","KNOST2.KNOST","TRANSITION","CIGAR TRANSITION",,"KNOST2.CIGAR",10,"CIGAR","K","WP   ","KNOST",""
"2023/11/30","KNOST","KNOST2.KNOST","TRANSITION","CIGAR TRANSITION",,"KNOST2.CIGAR",20,"KNOST","K","WP   ","",""
"2023/11/30","KNOST","KNOST2.KNOST","TRANSITION","REMIS TRANSITION",,"KNOST2.REMIS",10,"REMIS","K","WP   ","KNOST",""
"2023/11/30","KNOST","KNOST2.KNOST","TRANSITION","REMIS TRANSITION",,"KNOST2.REMIS",20,"KNOST","K","WP   ","",""
"2023/11/30","KNURL","KNURL1.KNURL","BODY","KNURL",1,"",10,"KNURL","K1","RP   ","","PIH/03, PIH/17, PIH/21, PIH/35"
"2023/11/30","KODIAK","KODI7.ODK","BODY","ODK",1,"",10,"ODK","","VOR/DME","",""
"2023/11/30","KODIAK","KODI7.ODK","BODY","RWO",1,"",10,"RWO","","NDB","",""
"2023/11/30","KREST","KREST3.KREST","BODY","KREST",1,"",10,"KREST","K2","RP   ","","RDD/12, RDD/16, RDD/30, RDD/34"
"2023/11/30","KREST","KREST3.KREST","TRANSITION","ITMOR TRANSITION",,"KREST3.ITMOR",10,"ITMOR","K2","RP   ","KREST",""
"2023/11/30","KREST","KREST3.KREST","TRANSITION","ITMOR TRANSITION",,"KREST3.ITMOR",20,"KREST","K2","RP   ","",""
"2023/11/30","KREST","KREST3.KREST","TRANSITION","SHATA TRANSITION",,"KREST3.SHATA",10,"SHATA","K2","RP   ","KREST",""
"2023/11/30","KREST","KREST3.KREST","TRANSITION","SHATA TRANSITION",,"KREST3.SHATA",20,"KREST","K2","RP   ","",""
"2023/11/30","KREST","KREST3.KREST","TRANSITION","TOMAD TRANSITION",,"KREST3.TOMAD",10,"TOMAD","K2","RP   ","SIPJY",""
"2023/11/30","KREST","KREST3.KREST","TRANSITION","TOMAD TRANSITION",,"KREST3.TOMAD",20,"SIPJY","K2","CN   ","SHATA",""
"2023/11/30","KREST","KREST3.KREST","TRANSITION","TOMAD TRANSITION",,"KREST3.TOMAD",30,"SHATA","K2","RP   ","KREST",""
"2023/11/30","KREST","KREST3.KREST","TRANSITION","TOMAD TRANSITION",,"KREST3.TOMAD",40,"KREST","K2","RP   ","",""
"2023/11/30","KRITR","KRITR5.KRITR","BODY","JDEAN-KRITR",1,"",10,"KRITR","K7","WP   ","JDEAN","AKH, AKH/03, AKH/21, CLT/05, CLT/18C, CLT/18L, CLT/18R, CLT/23, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ, RUQ/20, UZA, VUJ"
"2023/11/30","KRITR","KRITR5.KRITR","BODY","JDEAN-KRITR",1,"",20,"JDEAN","K7","WP   ","","AKH, AKH/03, AKH/21, CLT/05, CLT/18C, CLT/18L, CLT/18R, CLT/23, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ, RUQ/20, UZA, VUJ"
"2023/11/30","KRITR","KRITR5.KRITR","TRANSITION","FILDS TRANSITION",,"KRITR5.FILDS",10,"FILDS","K6","WP   ","KRITR",""
"2023/11/30","KRITR","KRITR5.KRITR","TRANSITION","FILDS TRANSITION",,"KRITR5.FILDS",20,"KRITR","K7","WP   ","",""
"2023/11/30","KRITR","KRITR5.KRITR","TRANSITION","SMIAM TRANSITION",,"KRITR5.SMIAM",10,"SMIAM","K7","WP   ","KRITR",""
"2023/11/30","KRITR","KRITR5.KRITR","TRANSITION","SMIAM TRANSITION",,"KRITR5.SMIAM",20,"KRITR","K7","WP   ","",""
"2023/11/30","KRMSN","KRMSN4.KRMSN","BODY","SWTZR-KRMSN",1,"",10,"KRMSN","K4","RP   ","SWTZR","OKC/13, OKC/17L, OKC/17R, OKC/18, OKC/31, OKC/35L, OKC/35R, OKC/36, OUN/03, OUN/18, OUN/21, OUN/36, PWA/13, PWA/17L, PWA/17R, PWA/31, PWA/35L, PWA/35R"
"2023/11/30","KRMSN","KRMSN4.KRMSN","BODY","SWTZR-KRMSN",1,"",20,"SWTZR","K4","WP   ","","OKC/13, OKC/17L, OKC/17R, OKC/18, OKC/31, OKC/35L, OKC/35R, OKC/36, OUN/03, OUN/18, OUN/21, OUN/36, PWA/13, PWA/17L, PWA/17R, PWA/31, PWA/35L, PWA/35R"
"2023/11/30","KRMSN","KRMSN4.KRMSN","TRANSITION","WICKS TRANSITION",,"KRMSN4.WICKS",10,"WICKS","K4","WP   ","KRMSN",""
"2023/11/30","KRMSN","KRMSN4.KRMSN","TRANSITION","WICKS TRANSITION",,"KRMSN4.WICKS",20,"KRMSN","K4","RP   ","",""
"2023/11/30","KRSTA","KRSTA3.KRSTA","BODY","CERAH-KRSTA",1,"",10,"KRSTA","K5","WP   ","CERAH","BNA/02C, BNA/02L, BNA/02R, BNA/13, BNA/20C, BNA/20L, BNA/20R, BNA/31"
"2023/11/30","KRSTA","KRSTA3.KRSTA","BODY","CERAH-KRSTA",1,"",20,"CERAH","K7","WP   ","","BNA/02C, BNA/02L, BNA/02R, BNA/13, BNA/20C, BNA/20L, BNA/20R, BNA/31"
"2023/11/30","KRSTA","KRSTA3.KRSTA","TRANSITION","OLSIE TRANSITION",,"KRSTA3.OLSIE",10,"OLSIE","K5","WP   ","KRSTA",""
"2023/11/30","KRSTA","KRSTA3.KRSTA","TRANSITION","OLSIE TRANSITION",,"KRSTA3.OLSIE",20,"KRSTA","K5","WP   ","",""
"2023/11/30","KRUMM","KRUMM1.FUZ","BODY","FUZ",1,"",10,"FUZ","","VORTAC","","DAL/13R"
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ARDMORE TRANSITION",,"KRUMM1.ADM",10,"ADM","","VORTAC","LOWGN",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ARDMORE TRANSITION",,"KRUMM1.ADM",20,"LOWGN","K4","RP   ","FUZ",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ARDMORE TRANSITION",,"KRUMM1.ADM",30,"FUZ","","VORTAC","",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","BLECO TRANSITION",,"KRUMM1.BLECO",10,"BLECO","K4","RP   ","FUZ",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","BLECO TRANSITION",,"KRUMM1.BLECO",20,"FUZ","","VORTAC","",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","EAKER TRANSITION",,"KRUMM1.EAKER",10,"EAKER","K4","RP   ","GRABE",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","EAKER TRANSITION",,"KRUMM1.EAKER",20,"GRABE","K4","RP   ","FUZ",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","EAKER TRANSITION",,"KRUMM1.EAKER",30,"FUZ","","VORTAC","",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","GRABE TRANSITION",,"KRUMM1.GRABE",10,"GRABE","K4","RP   ","FUZ",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","GRABE TRANSITION",,"KRUMM1.GRABE",20,"FUZ","","VORTAC","",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","OKMULGEE TRANSITION",,"KRUMM1.OKM",10,"OKM","","VOR/DME","EAKER",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","OKMULGEE TRANSITION",,"KRUMM1.OKM",20,"EAKER","K4","RP   ","GRABE",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","OKMULGEE TRANSITION",,"KRUMM1.OKM",30,"GRABE","K4","RP   ","FUZ",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","OKMULGEE TRANSITION",,"KRUMM1.OKM",40,"FUZ","","VORTAC","",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ROLLS TRANSITION",,"KRUMM1.ROLLS",10,"ROLLS","K4","RP   ","ADM",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ROLLS TRANSITION",,"KRUMM1.ROLLS",20,"ADM","","VORTAC","LOWGN",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ROLLS TRANSITION",,"KRUMM1.ROLLS",30,"LOWGN","K4","RP   ","FUZ",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ROLLS TRANSITION",,"KRUMM1.ROLLS",40,"FUZ","","VORTAC","",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","TULSA TRANSITION",,"KRUMM1.TUL",10,"TUL","","VORTAC","ZEMMA",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","TULSA TRANSITION",,"KRUMM1.TUL",20,"ZEMMA","K4","RP   ","BLECO",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","TULSA TRANSITION",,"KRUMM1.TUL",30,"BLECO","K4","RP   ","FUZ",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","TULSA TRANSITION",,"KRUMM1.TUL",40,"FUZ","","VORTAC","",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","WILL ROGERS TRANSITION",,"KRUMM1.IRW",10,"IRW","","VORTAC","ZEMMA",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","WILL ROGERS TRANSITION",,"KRUMM1.IRW",20,"ZEMMA","K4","RP   ","BLECO",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","WILL ROGERS TRANSITION",,"KRUMM1.IRW",30,"BLECO","K4","RP   ","FUZ",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","WILL ROGERS TRANSITION",,"KRUMM1.IRW",40,"FUZ","","VORTAC","",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ZEMMA TRANSITION",,"KRUMM1.ZEMMA",10,"ZEMMA","K4","RP   ","BLECO",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ZEMMA TRANSITION",,"KRUMM1.ZEMMA",20,"BLECO","K4","RP   ","FUZ",""
"2023/11/30","KRUMM","KRUMM1.FUZ","TRANSITION","ZEMMA TRANSITION",,"KRUMM1.ZEMMA",30,"FUZ","","VORTAC","",""
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","DSAPP-KSHEE",1,"",10,"KSHEE","K5","WP   ","CONRR","STL/29"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","DSAPP-KSHEE",1,"",20,"CONRR","K5","WP   ","DSAPP","STL/29"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","DSAPP-KSHEE",1,"",30,"DSAPP","K3","WP   ","","STL/29"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","FUNKE-KSHEE",1,"",10,"KSHEE","K5","WP   ","GMSKI","STL/11, STL/12L, STL/12R"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","FUNKE-KSHEE",1,"",20,"GMSKI","K3","WP   ","BEART","STL/11, STL/12L, STL/12R"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","FUNKE-KSHEE",1,"",30,"BEART","K3","WP   ","FUNKE","STL/11, STL/12L, STL/12R"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","FUNKE-KSHEE",1,"",40,"FUNKE","K3","WP   ","","STL/11, STL/12L, STL/12R"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","KSHEE",1,"",10,"KSHEE","K5","WP   ","","STL/06, STL/24"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","WOLTR-KSHEE",1,"",10,"KSHEE","K5","WP   ","CONRR","STL/30L, STL/30R"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","WOLTR-KSHEE",1,"",20,"CONRR","K5","WP   ","WOLTR","STL/30L, STL/30R"
"2023/11/30","KSHEE","KSHEE5.KSHEE","BODY","WOLTR-KSHEE",1,"",30,"WOLTR","K3","WP   ","","STL/30L, STL/30R"
"2023/11/30","KSHEE","KSHEE5.KSHEE","TRANSITION","LEBOY TRANSITION",,"KSHEE5.LEBOY",10,"LEBOY","K5","RP   ","KSHEE",""
"2023/11/30","KSHEE","KSHEE5.KSHEE","TRANSITION","LEBOY TRANSITION",,"KSHEE5.LEBOY",20,"KSHEE","K5","WP   ","",""
"2023/11/30","KSHEE","KSHEE5.KSHEE","TRANSITION","SEXTN TRANSITION",,"KSHEE5.SEXTN",10,"SEXTN","K5","RP   ","LEBOY",""
"2023/11/30","KSHEE","KSHEE5.KSHEE","TRANSITION","SEXTN TRANSITION",,"KSHEE5.SEXTN",20,"LEBOY","K5","RP   ","KSHEE",""
"2023/11/30","KSHEE","KSHEE5.KSHEE","TRANSITION","SEXTN TRANSITION",,"KSHEE5.SEXTN",30,"KSHEE","K5","WP   ","",""
"2023/11/30","KUMBA","KUMBA1.KUMBA","BODY","CELOP-KUMBA",1,"",10,"KUMBA","K2","RP   ","HETMA","L08/08"
"2023/11/30","KUMBA","KUMBA1.KUMBA","BODY","CELOP-KUMBA",1,"",20,"HETMA","K2","WP   ","CELOP","L08/08"
"2023/11/30","KUMBA","KUMBA1.KUMBA","BODY","CELOP-KUMBA",1,"",30,"CELOP","K2","WP   ","","L08/08"
"2023/11/30","KUMBA","KUMBA1.KUMBA","BODY","HORGA-KUMBA",1,"",10,"KUMBA","K2","RP   ","HETMA","L08/26"
"2023/11/30","KUMBA","KUMBA1.KUMBA","BODY","HORGA-KUMBA",1,"",20,"HETMA","K2","WP   ","CEMBI","L08/26"
"2023/11/30","KUMBA","KUMBA1.KUMBA","BODY","HORGA-KUMBA",1,"",30,"CEMBI","K2","WP   ","HORGA","L08/26"
"2023/11/30","KUMBA","KUMBA1.KUMBA","BODY","HORGA-KUMBA",1,"",40,"HORGA","K2","WP   ","","L08/26"
"2023/11/30","KUSSO","KUSSO1.KUSSO","BODY","SALVE-KUSSO",1,"",10,"KUSSO","K4","WP   ","SALVE","50F, 50F/17, ADS, AFW, AFW/16R, CPT, DAL/13L, DAL/13R, DAL/31L, DAL/31R, DFW/13L, DFW/13R, DFW/17C, DFW/17L, DFW/17R, DFW/18L, DFW/18R, DFW/31L, DFW/31R, DFW/35C, DFW/35L, DFW/35R, DFW/36L, DFW/36R, DTO, F41, F46, FTW, FTW/16, FTW/17, FWS, FWS/18R, GKY, GKY/16, GKY/34, GPM, GPM/18, HQZ, JWY, JWY/18, JWY/36, LNC, LNC/31, LUD, LUD/17, NFW, RBD/13, RBD/17, RBD/31, RBD/35, TKI, WEA, WEA/35"
"2023/11/30","KUSSO","KUSSO1.KUSSO","BODY","SALVE-KUSSO",1,"",20,"SALVE","K4","WP   ","","50F, 50F/17, ADS, AFW, AFW/16R, CPT, DAL/13L, DAL/13R, DAL/31L, DAL/31R, DFW/13L, DFW/13R, DFW/17C, DFW/17L, DFW/17R, DFW/18L, DFW/18R, DFW/31L, DFW/31R, DFW/35C, DFW/35L, DFW/35R, DFW/36L, DFW/36R, DTO, F41, F46, FTW, FTW/16, FTW/17, FWS, FWS/18R, GKY, GKY/16, GKY/34, GPM, GPM/18, HQZ, JWY, JWY/18, JWY/36, LNC, LNC/31, LUD, LUD/17, NFW, RBD/13, RBD/17, RBD/31, RBD/35, TKI, WEA, WEA/35"
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BDDAY TRANSITION",,"KUSSO1.BDDAY",10,"BDDAY","K4","WP   ","MRSSH",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BDDAY TRANSITION",,"KUSSO1.BDDAY",20,"MRSSH","K4","WP   ","JJANE",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BDDAY TRANSITION",,"KUSSO1.BDDAY",30,"JJANE","K4","WP   ","THHOR",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BDDAY TRANSITION",,"KUSSO1.BDDAY",40,"THHOR","K4","WP   ","KUSSO",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BDDAY TRANSITION",,"KUSSO1.BDDAY",50,"KUSSO","K4","WP   ","",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BSKAT TRANSITION",,"KUSSO1.BSKAT",10,"BSKAT","K4","WP   ","ZACHH",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BSKAT TRANSITION",,"KUSSO1.BSKAT",20,"ZACHH","K4","WP   ","SWDIA",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BSKAT TRANSITION",,"KUSSO1.BSKAT",30,"SWDIA","K4","WP   ","ZERLU",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BSKAT TRANSITION",,"KUSSO1.BSKAT",40,"ZERLU","K4","WP   ","KUSSO",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","BSKAT TRANSITION",,"KUSSO1.BSKAT",50,"KUSSO","K4","WP   ","",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","FORCK TRANSITION",,"KUSSO1.FORCK",10,"FORCK","K4","WP   ","LYING",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","FORCK TRANSITION",,"KUSSO1.FORCK",20,"LYING","K4","WP   ","HANUH",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","FORCK TRANSITION",,"KUSSO1.FORCK",30,"HANUH","K4","WP   ","KUSSO",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","FORCK TRANSITION",,"KUSSO1.FORCK",40,"KUSSO","K4","WP   ","",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","LOOSE TRANSITION",,"KUSSO1.LOOSE",10,"LOOSE","K4","WP   ","TRYTN",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","LOOSE TRANSITION",,"KUSSO1.LOOSE",20,"TRYTN","K4","WP   ","JAYXX",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","LOOSE TRANSITION",,"KUSSO1.LOOSE",30,"JAYXX","K4","WP   ","TRRCH",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","LOOSE TRANSITION",,"KUSSO1.LOOSE",40,"TRRCH","K4","WP   ","KUSSO",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","LOOSE TRANSITION",,"KUSSO1.LOOSE",50,"KUSSO","K4","WP   ","",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","MRSSH TRANSITION",,"KUSSO1.MRSSH",10,"MRSSH","K4","WP   ","JJANE",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","MRSSH TRANSITION",,"KUSSO1.MRSSH",20,"JJANE","K4","WP   ","THHOR",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","MRSSH TRANSITION",,"KUSSO1.MRSSH",30,"THHOR","K4","WP   ","KUSSO",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","MRSSH TRANSITION",,"KUSSO1.MRSSH",40,"KUSSO","K4","WP   ","",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","ZALEA TRANSITION",,"KUSSO1.ZALEA",10,"ZALEA","K4","WP   ","MRSSH",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","ZALEA TRANSITION",,"KUSSO1.ZALEA",20,"MRSSH","K4","WP   ","JJANE",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","ZALEA TRANSITION",,"KUSSO1.ZALEA",30,"JJANE","K4","WP   ","THHOR",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","ZALEA TRANSITION",,"KUSSO1.ZALEA",40,"THHOR","K4","WP   ","KUSSO",""
"2023/11/30","KUSSO","KUSSO1.KUSSO","TRANSITION","ZALEA TRANSITION",,"KUSSO1.ZALEA",50,"KUSSO","K4","WP   ","",""
"2023/11/30","KWANG","KWANG5.KWANG","BODY","KWANG",1,"",10,"KWANG","K2","RP   ","","SBA/07, SBA/15L, SBA/15R, SBA/25"
"2023/11/30","KWANG","KWANG5.KWANG","TRANSITION","GINNA TRANSITION",,"KWANG5.GINNA",10,"GINNA","K2","RP   ","ACRAT",""
"2023/11/30","KWANG","KWANG5.KWANG","TRANSITION","GINNA TRANSITION",,"KWANG5.GINNA",20,"ACRAT","K2","RP   ","CMA",""
"2023/11/30","KWANG","KWANG5.KWANG","TRANSITION","GINNA TRANSITION",,"KWANG5.GINNA",30,"CMA","","VOR/DME","KWANG",""
"2023/11/30","KWANG","KWANG5.KWANG","TRANSITION","GINNA TRANSITION",,"KWANG5.GINNA",40,"KWANG","K2","RP   ","",""
"2023/11/30","KWANG","KWANG5.KWANG","TRANSITION","HENER TRANSITION",,"KWANG5.HENER",10,"HENER","K2","RP   ","DEANO",""
"2023/11/30","KWANG","KWANG5.KWANG","TRANSITION","HENER TRANSITION",,"KWANG5.HENER",20,"DEANO","K2","RP   ","KWANG",""
"2023/11/30","KWANG","KWANG5.KWANG","TRANSITION","HENER TRANSITION",,"KWANG5.HENER",30,"KWANG","K2","RP   ","",""
"2023/11/30","KWANG","KWANG5.KWANG","TRANSITION","SAN MARCUS TRANSITION",,"KWANG5.RZS",10,"RZS","","VORTAC","KWANG",""
"2023/11/30","KWANG","KWANG5.KWANG","TRANSITION","SAN MARCUS TRANSITION",,"KWANG5.RZS",20,"KWANG","K2","RP   ","",""
"2023/11/30","KWEEN","KWEEN4.KWEEN","BODY","HMMPY-KWEEN",1,"",10,"KWEEN","K7","WP   ","HMMPY","AKH, AKH/03, AKH/21, CLT/05, CLT/18C, CLT/18L, CLT/18R, CLT/23, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ, RUQ/20, UZA, VUJ"
"2023/11/30","KWEEN","KWEEN4.KWEEN","BODY","HMMPY-KWEEN",1,"",20,"HMMPY","K7","WP   ","","AKH, AKH/03, AKH/21, CLT/05, CLT/18C, CLT/18L, CLT/18R, CLT/23, CLT/36C, CLT/36L, CLT/36R, EQY, IPJ/05, IPJ/23, JQF/02, JQF/20, LKR, RUQ, RUQ/20, UZA, VUJ"
"2023/11/30","KWEEN","KWEEN4.KWEEN","TRANSITION","PITRW TRANSITION",,"KWEEN4.PITRW",10,"PITRW","K7","WP   ","TASTY",""
"2023/11/30","KWEEN","KWEEN4.KWEEN","TRANSITION","PITRW TRANSITION",,"KWEEN4.PITRW",20,"TASTY","K7","WP   ","UNJAM",""
"2023/11/30","KWEEN","KWEEN4.KWEEN","TRANSITION","PITRW TRANSITION",,"KWEEN4.PITRW",30,"UNJAM","K7","WP   ","KWEEN",""
"2023/11/30","KWEEN","KWEEN4.KWEEN","TRANSITION","PITRW TRANSITION",,"KWEEN4.PITRW",40,"KWEEN","K7","WP   ","",""
"2023/11/30","KWEEN","KWEEN4.KWEEN","TRANSITION","UNJAM TRANSITION",,"KWEEN4.UNJAM",10,"UNJAM","K7","WP   ","KWEEN",""
"2023/11/30","KWEEN","KWEEN4.KWEEN","TRANSITION","UNJAM TRANSITION",,"KWEEN4.UNJAM",20,"KWEEN","K7","WP   ","",""
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","BESST-WINNZ",1,"",10,"WINNZ","CY","WP   ","KZLOV","DTW/03L, DTW/03R, DTW/04L, DTW/04R"
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","BESST-WINNZ",1,"",20,"KZLOV","CY","WP   ","SWNDL","DTW/03L, DTW/03R, DTW/04L, DTW/04R"
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","BESST-WINNZ",1,"",30,"SWNDL","CY","WP   ","BESST","DTW/03L, DTW/03R, DTW/04L, DTW/04R"
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","BESST-WINNZ",1,"",40,"BESST","K5","WP   ","","DTW/03L, DTW/03R, DTW/04L, DTW/04R"
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","JOELU-WINNZ",1,"",10,"WINNZ","CY","WP   ","KZLOV","DTW/21L, DTW/21R, DTW/22L, DTW/22R"
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","JOELU-WINNZ",1,"",20,"KZLOV","CY","WP   ","HWARD","DTW/21L, DTW/21R, DTW/22L, DTW/22R"
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","JOELU-WINNZ",1,"",30,"HWARD","CY","WP   ","YIMMY","DTW/21L, DTW/21R, DTW/22L, DTW/22R"
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","JOELU-WINNZ",1,"",40,"YIMMY","K5","WP   ","JOELU","DTW/21L, DTW/21R, DTW/22L, DTW/22R"
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","JOELU-WINNZ",1,"",50,"JOELU","K5","WP   ","","DTW/21L, DTW/21R, DTW/22L, DTW/22R"
"2023/11/30","KZLOV","KZLOV1.WINNZ","BODY","KZLOV-WINNZ",1,"",10,"WINNZ","CY","WP   ","KZLOV","ARB/06, ARB/24, CYQG/07, CYQG/12, CYQG/25, CYQG/30, DET/07, DET/15, DET/25, DET/33, DTW/27L, DTW/27R, MTC/01, MTC/19, ONZ/04, ONZ/17, ONZ/22, ONZ/35, OZW/13, OZW/31, PTK/09L, PTK/09R, PTK/27L, PTK/27R, TTF/03, TTF/21, VLL/10, VLL/28, YIP/09, YIP/27"
